"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2020/02/02","01:36","-0.043","0.063","-"
"2020/02/02","01:42","-0.042","0.062","-"
"2020/02/02","01:48","-0.041","0.065","-"
"2020/02/02","01:54","-0.04","0.069","-"
"2020/02/02","02:00","-0.04","0.07","-"
"2020/02/02","02:06","-0.039","0.066","-"
"2020/02/02","02:12","-0.038","0.067","-"
"2020/02/02","02:18","-0.037","0.069","-"
"2020/02/02","02:24","-0.037","0.068","-"
"2020/02/02","02:30","-0.036","0.065","-"
"2020/02/02","02:36","-0.036","0.061","-"
"2020/02/02","02:42","-0.035","0.065","-"
"2020/02/02","02:48","-0.035","0.064","-"
"2020/02/02","02:54","-0.034","0.061","-"
"2020/02/02","03:00","-0.034","0.062","-"
"2020/02/02","03:06","-0.033","0.063","-"
"2020/02/02","03:12","-0.033","0.065","-"
"2020/02/02","03:18","-0.032","0.061","-"
"2020/02/02","03:24","-0.032","0.058","-"
"2020/02/02","03:30","-0.032","0.055","-"
"2020/02/02","03:36","-0.032","0.053","-"
"2020/02/02","03:42","-0.031","0.054","-"
"2020/02/02","03:48","-0.031","0.053","-"
"2020/02/02","03:54","-0.031","0.05","-"
"2020/02/02","04:00","-0.031","0.052","-"
"2020/02/02","04:06","-0.031","0.053","-"
"2020/02/02","04:12","-0.031","0.055","-"
"2020/02/02","04:18","-0.031","0.053","-"
"2020/02/02","04:24","-0.031","0.052","-"
"2020/02/02","04:30","-0.031","0.054","-"
"2020/02/02","04:36","-0.032","0.053","-"
"2020/02/02","04:42","-0.032","0.05","-"
"2020/02/02","04:48","-0.032","0.049","-"
"2020/02/02","04:54","-0.032","0.047","-"
"2020/02/02","05:00","-0.033","0.046","-"
"2020/02/02","05:06","-0.033","0.044","-"
"2020/02/02","05:12","-0.034","0.043","-"
"2020/02/02","05:18","-0.034","0.041","-"
"2020/02/02","05:24","-0.035","0.041","-"
"2020/02/02","05:30","-0.035","0.038","-"
"2020/02/02","05:36","-0.036","0.036","-"
"2020/02/02","05:42","-0.036","0.034","-"
"2020/02/02","05:48","-0.037","0.032","-"
"2020/02/02","05:54","-0.038","0.032","-"
"2020/02/02","06:00","-0.039","0.029","-"
"2020/02/02","06:06","-0.039","0.027","-"
"2020/02/02","06:12","-0.04","0.026","-"
"2020/02/02","06:18","-0.041","0.024","-"
"2020/02/02","06:24","-0.042","0.023","-"
"2020/02/02","06:30","-0.043","0.019","-"
"2020/02/02","06:36","-0.044","0.018","-"
"2020/02/02","06:42","-0.045","0.016","-"
"2020/02/02","06:48","-0.046","0.016","-"
"2020/02/02","06:54","-0.047","0.013","-"
"2020/02/02","07:00","-0.048","0.013","-"
"2020/02/02","07:06","-0.05","0.009","-"
"2020/02/02","07:12","-0.051","0.009","-"
"2020/02/02","07:18","-0.052","0.006","-"
"2020/02/02","07:24","-0.053","0.003","-"
"2020/02/02","07:30","-0.055","-0.002","-"
"2020/02/02","07:36","-0.056","-0.002","-"
"2020/02/02","07:42","-0.058","-0.008","-"
"2020/02/02","07:48","-0.059","-0.005","-"
"2020/02/02","07:54","-0.061","-0.01","-"
"2020/02/02","08:00","-0.062","-0.011","-"
"2020/02/02","08:06","-0.064","-0.015","-"
"2020/02/02","08:12","-0.065","-0.016","-"
"2020/02/02","08:18","-0.067","-0.015","-"
"2020/02/02","08:24","-0.069","-0.019","-"
"2020/02/02","08:30","-0.07","-0.024","-"
"2020/02/02","08:36","-0.072","-0.026","-"
"2020/02/02","08:42","-0.074","-0.03","-"
"2020/02/02","08:48","-0.076","-0.03","-"
