"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2020/09/03","06:36","0.13","0.17","-"
"2020/09/03","06:42","0.128","0.166","-"
"2020/09/03","06:48","0.126","0.163","-"
"2020/09/03","06:54","0.123","0.161","-"
"2020/09/03","07:00","0.121","0.16","-"
"2020/09/03","07:06","0.119","0.157","-"
"2020/09/03","07:12","0.117","0.152","-"
"2020/09/03","07:18","0.115","0.148","-"
"2020/09/03","07:24","0.112","0.146","-"
"2020/09/03","07:30","0.11","0.146","-"
"2020/09/03","07:36","0.108","0.144","-"
"2020/09/03","07:42","0.106","0.14","-"
"2020/09/03","07:48","0.105","0.139","-"
"2020/09/03","07:54","0.103","0.134","-"
"2020/09/03","08:00","0.101","0.127","-"
"2020/09/03","08:06","0.099","0.126","-"
"2020/09/03","08:12","0.098","0.126","-"
"2020/09/03","08:18","0.096","0.123","-"
"2020/09/03","08:24","0.095","0.123","-"
"2020/09/03","08:30","0.093","0.118","-"
"2020/09/03","08:36","0.092","0.109","-"
"2020/09/03","08:42","0.091","0.104","-"
"2020/09/03","08:48","0.089","0.105","-"
"2020/09/03","08:54","0.088","0.106","-"
"2020/09/03","09:00","0.087","0.102","-"
"2020/09/03","09:06","0.086","0.1","-"
"2020/09/03","09:12","0.086","0.099","-"
"2020/09/03","09:18","0.085","0.101","-"
"2020/09/03","09:24","0.084","0.099","-"
"2020/09/03","09:30","0.084","0.099","-"
"2020/09/03","09:36","0.083","0.097","-"
"2020/09/03","09:42","0.083","0.094","-"
"2020/09/03","09:48","0.083","0.089","-"
"2020/09/03","09:54","0.083","0.09","-"
"2020/09/03","10:00","0.082","0.091","-"
"2020/09/03","10:06","0.083","0.095","-"
"2020/09/03","10:12","0.083","0.095","-"
"2020/09/03","10:18","0.083","0.095","-"
"2020/09/03","10:24","0.083","0.096","-"
"2020/09/03","10:30","0.084","0.091","-"
"2020/09/03","10:36","0.084","0.092","-"
"2020/09/03","10:42","0.085","0.096","-"
"2020/09/03","10:48","0.086","0.098","-"
